Data-hora da leitura,Plataforma,ID do post,Artista,Views,Likes,Comentários
2026-08-31 15:55,YouTube,3e1MhSF3VAo,Casa Saturno,17474,1250,28
2026-08-31 15:55,YouTube,tQRNJ-6PmUA,Kysha e Mine,37091,3144,97
2026-08-31 15:55,YouTube,5nxUvVgWYC0,Russin Oficial,153,33,1
2026-08-31 15:55,YouTube,A2_dPg-9fEg,Kaka,4594,554,30
2026-08-31 15:55,YouTube,OvY-GIZyp5c,Russin Oficial,14323,1142,216
2026-08-31 15:55,YouTube,wstoful1HRk,Evy Baddie,15652,1748,24
2026-08-31 15:55,YouTube,1e7EVLTTA8M,Kaka,6134,859,22
2026-08-31 15:55,YouTube,RFEv55d5Nak,Evy Baddie,11209,1714,44
2026-08-31 15:55,YouTube,fZJFfinnqjM,Kaka,31556,1486,50
2026-08-31 15:55,YouTube,DswtrbcsRVc,Argentino,99512,3568,54
2026-08-31 15:55,YouTube,4IDQfjXEKzk,Kysha e Mine,43802,1712,67
2026-08-31 15:55,YouTube,03M2DIux6uU,Russin Oficial,3511,499,10
2026-08-31 15:55,YouTube,Al7RDPxPdoY,Fidelisx,22649,2156,71
2026-08-31 15:55,YouTube,IJPv3oGZBFo,Casa Saturno,45726,1781,26
2026-08-31 15:55,YouTube,IRnuoxJQAoQ,Argentino,107298,3665,45
2026-08-31 15:55,YouTube,jXpLIvY1NQo,Kysha e Mine,33877,2165,67
2026-08-31 15:55,YouTube,3YnA_tRX21Y,Fidelisx,11577,1348,39
2026-08-31 15:55,YouTube,nPkHUMXn5wo,Kaka,7352,826,15
2026-08-31 15:55,YouTube,S_JMh8H5M-E,Casa Saturno,24684,1910,57
2026-08-31 15:55,YouTube,Z00hQFhP6JE,Evy Baddie,1135,211,15
2026-08-31 15:55,YouTube,Bb6C6gJ9Ric,Russin Oficial,2060,198,6
2026-08-31 15:55,YouTube,g5xcJD8rVmM,Evy Baddie,14081,1597,44
2026-08-31 15:55,YouTube,_j3OePajdI8,Evy Baddie,18568,2367,59
2026-08-31 15:55,YouTube,7oejc-6hFnc,Casa Saturno,8241,959,16
2026-08-31 15:55,YouTube,TXMpZxkANuk,Kaka,1563,204,0
2026-08-31 15:55,YouTube,uq4-FTSn33w,Argentino,75571,2986,71
2026-08-31 15:55,YouTube,SEyAXvNFc2U,Argentino,41521,2526,93
2026-08-31 15:55,YouTube,j-UbrSFzMVE,Russin Oficial,5361,732,8
2026-08-31 15:55,YouTube,qdcNmgqNO8U,Russin Oficial,5706,543,8
2026-08-31 15:55,YouTube,XAEi2TTPttk,Russin Oficial,16063,1456,21
2026-08-31 15:55,YouTube,xfJTwJxrrgI,Argentino,29340,2212,36
2026-08-31 15:55,YouTube,Ar0JNtjPS9w,Fidelisx,21541,2143,35
2026-08-31 15:55,YouTube,GBdSTtkHfN4,Fidelisx,18365,1700,27
2026-08-31 15:55,YouTube,4aQuHvOpwpo,Kaka,4900,465,14
2026-08-31 15:55,YouTube,hy5AN2qbpKU,Kaka,39713,2617,791
2026-08-31 15:55,YouTube,ZqRoYUw9eBc,Kaka,1865,203,0
2026-08-31 15:55,YouTube,TY9Y_PKTdqM,Kysha e Mine,58163,3496,160
2026-08-31 15:55,YouTube,L8Bwz_lZMGw,Kysha e Mine,32565,1591,85
2026-08-31 15:55,YouTube,K7MQDVY0T7s,Kaka,3983,409,0
2026-08-31 15:55,YouTube,LMZcTB5yfY8,Evy Baddie,57256,4126,670
2026-08-31 15:55,YouTube,kxdinZ2tRxM,Kaka,2810,327,15
2026-08-31 15:55,YouTube,-vxGWIUdjJQ,Evy Baddie,18069,2117,57
2026-08-31 15:55,YouTube,KXVVNZEWnJc,Fidelisx,14696,1961,32
2026-08-31 15:55,YouTube,gPsrRLJj1E0,Argentino,86786,4934,256
2026-08-31 15:55,YouTube,nHV3tvgXNow,Fidelisx,34767,2243,44
2026-08-31 15:55,YouTube,tY8yC5VfFXQ,Kysha e Mine,19121,1508,32
2026-08-31 15:55,YouTube,d1SdjugEE6U,Argentino,18097,1429,124
2026-08-31 15:55,YouTube,uCpZTOhB5Yc,Fidelisx,17353,1925,27
2026-08-31 15:55,YouTube,D6DhXMUsThg,Russin Oficial,4887,353,5
2026-08-31 15:55,YouTube,CG42U0D_EdM,Evy Baddie,6236,881,39
2026-08-31 15:55,YouTube,_e9eTT3RaFg,Argentino,38704,2852,70
2026-08-31 15:55,YouTube,aJpwqtl5ku0,Evy Baddie,11939,1398,40
2026-08-31 15:55,YouTube,UzUnGJlq10E,Kysha e Mine,31179,1764,60
2026-08-31 15:55,YouTube,QmmvfJcHTcQ,Fidelisx,56629,2704,38
2026-08-31 15:55,YouTube,ZcbmkFiGTr4,Casa Saturno,14769,1220,22
2026-08-31 15:55,YouTube,OSc9xjMf6ro,Argentino,55004,2896,69
2026-08-31 15:55,YouTube,f2Sq58kgIjw,Kaka,19002,1573,28
2026-08-31 15:55,YouTube,3TkeES-EIp4,Kysha e Mine,0,57,18
2026-08-31 15:55,YouTube,HxSP8BCH4F4,Kysha e Mine,11184,591,26
2026-08-31 15:55,YouTube,_F989pvMlA0,Kaka,13964,1071,25
2026-08-31 15:55,YouTube,neQbz3LPwhE,Evy Baddie,15731,2086,51
2026-08-31 15:55,YouTube,RyTFyLuOE6w,Kysha e Mine,23016,1212,44
2026-08-31 15:55,YouTube,2NjNEiAFfyM,Argentino,96945,4858,4899
2026-08-31 15:55,YouTube,MlCwDH2YPmI,Russin Oficial,10842,1035,19
2026-08-31 15:55,YouTube,x80IMopBCQA,Fidelisx,5888,1015,36
2026-08-31 15:55,YouTube,oNU3ihEGMkM,Russin Oficial,2790,294,8
2026-08-31 15:55,YouTube,AMPMNFWfPfo,Kysha e Mine,25790,1862,113
2026-08-31 15:55,YouTube,9CDftHKtJuY,Casa Saturno,6422,689,21
2026-08-31 15:55,YouTube,t_B9UXfpX5g,Kaka,2966,282,0
2026-08-31 15:55,YouTube,OAfKZ7IJqyA,Fidelisx,20956,2675,42
2026-08-31 15:55,YouTube,OxMl8aaUB3c,Casa Saturno,3929,519,16
2026-08-31 15:55,YouTube,T_RQw5z57Z4,Evy Baddie,26107,2616,56
2026-08-31 15:55,YouTube,_oy_1d5GZTI,Casa Saturno,24449,1833,34
2026-08-31 15:55,YouTube,oH02-pD6SQk,Russin Oficial,7069,823,15
2026-08-31 15:55,YouTube,GhqwB5RtS1k,Argentino,35314,2060,50
2026-08-31 15:55,YouTube,TznODxasMkY,Kaka,25651,1918,20
2026-08-31 15:55,YouTube,-on80mhujks,Casa Saturno,8860,1370,33
2026-08-31 15:55,YouTube,O9YlFfIpOwg,Evy Baddie,25089,2817,57
2026-08-31 15:55,YouTube,aib6Wjse_q8,Fidelisx,47532,3000,46
2026-08-31 15:55,YouTube,BR8fK5S4IRw,Casa Saturno,121339,6250,516
2026-08-31 15:55,YouTube,GFddvJLyzN8,Casa Saturno,13566,918,21
2026-08-31 15:55,YouTube,13AzY6Ipr-8,Fidelisx,37384,3029,51
2026-08-31 15:55,YouTube,MfrRvC8fsoE,Kysha e Mine,37065,2224,71
2026-08-31 15:55,YouTube,A8BoBg6qP5M,Casa Saturno,22220,1354,30
2026-08-31 15:55,YouTube,2Y0wCAr4tPs,Casa Saturno,23221,1155,73
2026-08-31 15:55,YouTube,EDLNzDwfwhA,Fidelisx,4194,517,24
2026-08-31 15:55,YouTube,QByLkzQR0mA,Casa Saturno,10319,1139,26
2026-08-31 15:55,YouTube,0h3A3dUFPxw,Fidelisx,34248,3196,63
2026-08-31 15:55,YouTube,jdHn4xBencU,Argentino,32448,3067,81
2026-08-31 15:55,YouTube,ZT9AeKzyxwg,Russin Oficial,28526,1701,19
2026-08-31 15:55,YouTube,hIlVY-qbIgE,Russin Oficial,8872,600,24
2026-08-31 15:55,YouTube,tu-87nSXI14,Evy Baddie,5380,542,26
2026-08-31 15:55,YouTube,bGD4HIyuD0A,Evy Baddie,44962,2660,40
2026-08-31 15:55,YouTube,fyOd1AQ_kGM,Russin Oficial,23287,1145,13
2026-08-31 15:55,YouTube,CsGBwpqQs9s,Evy Baddie,22871,2633,66
2026-08-31 15:55,YouTube,FdxnwlJa2sk,Kaka,269,85,0
2026-08-31 15:55,YouTube,ZHoN1GWAPpg,Russin Oficial,4598,543,10
2026-08-31 15:55,YouTube,Tpz59zMQcVM,Fidelisx,13996,1365,23
2026-08-31 15:55,YouTube,WPbxgT6Bm5o,Argentino,26324,1973,45
2026-08-31 15:55,YouTube,vYg4HBI94vw,Casa Saturno,18188,2171,26
2026-08-31 15:55,YouTube,M4uEQqwaxjk,Kysha e Mine,15012,417,21
2026-08-31 15:55,YouTube,fDhNv2MeBZ0,Kysha e Mine,180038,5622,123
2026-09-01 11:08,Instagram,Dcvn5ogk_pO,Casa Saturno,4562,347,18
2026-09-01 11:08,Instagram,DcjwbjDkUFu,Fidelisx,,42619,524
2026-09-01 11:08,Instagram,Dco1qjWSz9z,Argentino,102936,6731,109
2026-09-01 11:08,Instagram,DcmS0h1ROyA,Argentino,105030,4146,222
2026-09-01 11:08,Instagram,DcoNw4DRkun,Kaka,104274,4503,105
2026-09-01 11:08,Instagram,Dctg4IYu1fv,Kysha e Mine,,713,47
2026-09-01 11:08,Instagram,DcgcMgbo13i,Kysha e Mine,94195,2068,94
2026-09-01 11:08,Instagram,DcjF0PDuThw,Argentino,16576,1333,71
2026-09-01 11:08,Instagram,DcjwbjDkUFu,Kysha,,42620,524
2026-09-01 11:08,Instagram,DcrfeSCpkeg,Russin Oficial,10286,326,28
2026-09-01 11:08,Instagram,Dclp57yxo52,Russin Oficial,56022,584,36
2026-09-01 11:08,Instagram,Dce4ty2EVNa,Kysha,,6484,395
2026-09-01 11:08,Instagram,DcgcMgbo13i,Mine,94206,2069,94
2026-09-01 11:08,Instagram,DcuVwrGJQmo,Russin Oficial,8506,219,22
2026-09-01 11:08,Instagram,DchJJF1gvLe,Russin Oficial,30091,939,49
2026-09-01 11:08,Instagram,DcoaoxPuAgc,Argentino,23782,1519,101
2026-09-01 11:08,Instagram,DcgcMgbo13i,Kysha,94204,2069,94
2026-09-01 11:08,Instagram,DcjR_ErOd5m,Kysha,125830,6698,221
2026-09-01 11:08,Instagram,DctLMndGK8q,Casa Saturno,8605,703,18
2026-09-01 11:08,Instagram,Dctg4IYu1fv,Casa Saturno,,713,47
2026-09-01 11:08,Instagram,Dcs9kdLkjc7,Casa Saturno,14524,789,30
2026-09-01 11:08,Instagram,DcjeQUQvKWW,Argentino,65702,3429,63
2026-09-01 11:08,Instagram,DctCYqkgcQA,Kysha e Mine,68983,871,45
2026-09-01 11:08,Instagram,Dcq2Oe1u2nj,Argentino,43336,2693,149
2026-09-01 11:08,Instagram,DcqfcjJDEvi,Casa Saturno,9408,480,25
2026-09-01 11:08,Instagram,DcemnVtpBzs,Russin Oficial,19233,874,301
2026-09-01 11:08,Instagram,DcgezryvLfF,Kaka,12870,1139,45
2026-09-01 11:08,Instagram,DcmS0h1ROyA,Fidelisx,105030,4146,222
2026-09-01 11:08,Instagram,DcexkZ9ObaG,Kysha,20880,1234,109
2026-09-01 11:08,Instagram,DcjfhrmpITr,Russin Oficial,72228,2371,86
2026-09-01 11:08,Instagram,DcuUws8pbQ2,Kaka,13458,901,27
2026-09-01 11:08,Instagram,DcjvF5Ypc16,Evy Baddie,78959,4203,235
2026-09-01 11:08,Instagram,DcrwpVoJazh,Russin Oficial,10290,330,58
2026-09-01 11:08,Instagram,DcjwbjDkUFu,Mine,,42620,524
2026-09-01 11:08,Instagram,Dce4ty2EVNa,Mine,,6484,395
2026-09-01 11:08,Instagram,DcmR1niBY1S,Evy Baddie,20619,2217,148
2026-09-01 11:08,Instagram,DcjFEEESto1,Kaka,14519,1107,76
2026-09-01 11:08,Instagram,Dco-5zJO08U,Kysha,22175,1234,90
2026-09-01 11:08,Instagram,DckFtNUJ5px,Russin Oficial,34030,1010,50
2026-09-01 11:08,Instagram,DcuA3KIx6PH,Russin Oficial,26470,979,31
2026-09-01 11:08,Instagram,DcogDUvutM3,Kysha,124686,6696,182
2026-09-01 11:08,Instagram,DchENgEv_wG,Argentino,16165,1146,61
2026-09-01 11:08,Instagram,DcoO6h5Ebx5,Fidelisx,,29981,456
2026-09-01 11:08,Instagram,DcejbL7JcJq,Kaka,50440,2395,144
2026-09-01 11:08,Instagram,DchH_d8pXRN,Kaka,18417,1205,105
2026-09-01 11:08,Instagram,DcrxjqLib3l,Kaka,,1892,77
2026-09-01 11:08,Instagram,DcejujDs9n_,Kysha e Mine,70703,1512,94
2026-09-01 11:08,Instagram,Dcjt2YRp1vo,Kysha e Mine,46459,1109,30
2026-09-01 11:08,Instagram,Dct4TUQpT6k,Casa Saturno,13786,1027,39
2026-09-01 11:08,Instagram,DcrHzewp6T-,Evy Baddie,15354,894,104
2026-09-01 11:08,Instagram,DcuVFMqpmt1,Evy Baddie,28886,1481,74
2026-09-01 11:08,Instagram,Dco2mGnh3XV,Evy Baddie,53102,4128,101
2026-09-01 11:08,Instagram,DcmorFTOZyU,Argentino,14238,1181,66
2026-09-01 11:08,Instagram,Dcv0z20kZY9,Casa Saturno,,16,4
2026-09-01 11:08,Instagram,DcgmKobR7LI,Kysha e Mine,60763,1620,99
2026-09-01 11:08,Instagram,DcmS0h1ROyA,Mine,105042,4146,222
2026-09-01 11:08,Instagram,Dcj3x3vuFSB,Argentino,17804,1795,91
2026-09-01 11:08,Instagram,DcmS0h1ROyA,Kysha,105041,4146,222
2026-09-01 11:08,Instagram,DcoqJPruKKs,Kysha e Mine,44421,1941,197
2026-09-01 11:08,Instagram,DcuNmp-ufc8,Kysha,58249,5854,119
2026-09-01 11:08,Instagram,DcjwbjDkUFu,Argentino,,42619,524
2026-09-01 11:08,Instagram,Dce4ty2EVNa,Fidelisx,,6484,395
2026-09-01 11:08,Instagram,Dclosj6x71-,Argentino,29895,1771,49
2026-09-01 11:08,Instagram,DcjR_ErOd5m,Evy Baddie,125824,6698,221
2026-09-01 11:08,Instagram,DchMgRQEW_8,Fidelisx,,4090,246
2026-09-01 11:08,Instagram,Dcqmx2REgch,Casa Saturno,14560,930,71
2026-09-01 11:08,Instagram,DcoPpDVpkLJ,Evy Baddie,38524,1799,256
2026-09-01 11:08,Instagram,DcrxI0HpyDO,Kaka,12769,768,32
2026-09-01 11:08,Instagram,DcuJvxbxk6k,Evy Baddie,10423,567,40
2026-09-01 11:08,Instagram,DcoO6h5Ebx5,Mine,,29987,456
2026-09-01 11:08,Instagram,Dco2oQ5hKPz,Kaka,13326,802,87
2026-09-01 11:08,Instagram,DclokkNhJJq,Evy Baddie,20460,1317,99
2026-09-01 11:08,Instagram,DcjgorcpvhR,Evy Baddie,25529,1414,154
2026-09-01 11:08,Instagram,DcoSYDMxLKb,Russin Oficial,29694,612,82
2026-09-01 11:08,Instagram,DcejUvVJHci,Kaka,15482,934,97
2026-09-01 11:08,Instagram,Dcra68ap9K1,Evy Baddie,90755,2832,147
2026-09-01 11:08,Instagram,Dcrbn9tJQgc,Fidelisx,62042,4882,136
2026-09-01 11:08,Instagram,DcloboBPkjy,Kaka,40690,2853,94
2026-09-01 11:08,Instagram,Dcju-knuO4d,Kysha,456622,23692,419
2026-09-01 11:08,Instagram,DcuK4Y4q0Zq,Casa Saturno,34543,727,118
2026-09-01 11:08,Instagram,DctEXO0FAXn,Casa Saturno,12808,575,52
2026-09-01 11:08,Instagram,DcjDw3cBheT,Evy Baddie,47916,1826,325
2026-09-01 11:08,Instagram,DcuA3KIx6PH,Kaka,26461,979,31
2026-09-01 13:14,YouTube,7oejc-6hFnc,Casa Saturno,25691,1641,22
2026-09-01 13:14,YouTube,ZqRoYUw9eBc,Kaka,2027,208,0
2026-09-01 13:14,YouTube,KXVVNZEWnJc,Fidelisx,16179,2029,33
2026-09-01 13:14,YouTube,3TkeES-EIp4,Kysha e Mine,16815,907,71
2026-09-01 13:14,YouTube,tY8yC5VfFXQ,Kysha e Mine,21894,1621,38
2026-09-01 13:14,YouTube,TznODxasMkY,Kaka,31538,2225,21
2026-09-01 13:14,YouTube,tu-87nSXI14,Evy Baddie,61777,2834,56
2026-09-01 13:14,YouTube,jdHn4xBencU,Argentino,36390,3327,84
2026-09-01 13:14,YouTube,SEyAXvNFc2U,Argentino,42680,2578,94
2026-09-01 13:14,YouTube,GFddvJLyzN8,Casa Saturno,15054,980,21
2026-09-01 13:14,YouTube,ZcbmkFiGTr4,Casa Saturno,21206,1754,23
2026-09-01 13:14,YouTube,03M2DIux6uU,Russin Oficial,4711,668,10
2026-09-01 13:14,YouTube,nHV3tvgXNow,Fidelisx,36033,2287,44
2026-09-01 13:14,YouTube,K7MQDVY0T7s,Kaka,4231,419,0
2026-09-01 13:14,YouTube,WPbxgT6Bm5o,Argentino,27860,2051,46
2026-09-01 13:14,YouTube,RyTFyLuOE6w,Kysha e Mine,24135,1247,44
2026-09-01 13:14,YouTube,fDhNv2MeBZ0,Kysha e Mine,213528,6374,131
2026-09-01 13:14,YouTube,EDLNzDwfwhA,Fidelisx,170886,4628,62
2026-09-01 13:14,YouTube,nPkHUMXn5wo,Kaka,8897,973,15
2026-09-01 13:14,YouTube,hIlVY-qbIgE,Russin Oficial,10521,682,25
2026-09-01 13:14,YouTube,qdcNmgqNO8U,Russin Oficial,6271,575,9
2026-09-01 13:14,YouTube,Z00hQFhP6JE,Evy Baddie,8734,1448,44
2026-09-01 13:14,YouTube,eXaxGAjw2gU,Casa Saturno,0,65,20
2026-09-01 13:14,YouTube,AcUbQpt62XU,Casa Saturno,4755,1035,18
2026-09-01 13:14,YouTube,gPsrRLJj1E0,Argentino,89331,4997,258
2026-09-01 13:14,YouTube,D6DhXMUsThg,Russin Oficial,5993,400,8
2026-09-01 13:14,YouTube,JsAfFId4ID8,Russin Oficial,3170,350,14
2026-09-01 13:14,YouTube,Jr461C3Z6DA,Kysha e Mine,540,225,23
2026-09-01 13:14,YouTube,OSc9xjMf6ro,Argentino,57577,2977,72
2026-09-01 13:14,YouTube,x80IMopBCQA,Fidelisx,20542,2152,50
2026-09-01 13:14,YouTube,Al7RDPxPdoY,Fidelisx,28819,2515,80
2026-09-01 13:14,YouTube,IRnuoxJQAoQ,Argentino,112080,3772,46
2026-09-01 13:14,YouTube,RFEv55d5Nak,Evy Baddie,11840,1747,44
2026-09-01 13:14,YouTube,Bb6C6gJ9Ric,Russin Oficial,2814,262,7
2026-09-01 13:14,YouTube,uq4-FTSn33w,Argentino,84752,3277,74
2026-09-01 13:14,YouTube,TXMpZxkANuk,Kaka,1922,227,0
2026-09-01 13:14,YouTube,XAEi2TTPttk,Russin Oficial,17644,1539,21
2026-09-01 13:14,YouTube,OAfKZ7IJqyA,Fidelisx,24055,2895,44
2026-09-01 13:14,YouTube,3YnA_tRX21Y,Fidelisx,14811,1520,43
2026-09-01 13:14,YouTube,JVCQBrDyTFw,Casa Saturno,612,107,8
2026-09-01 13:14,YouTube,r61VKHB3Q_A,Kysha e Mine,79945,3378,72
2026-09-01 13:14,YouTube,aJpwqtl5ku0,Evy Baddie,15159,1594,41
2026-09-01 13:14,YouTube,_F989pvMlA0,Kaka,15311,1148,25
2026-09-01 13:14,YouTube,wstoful1HRk,Evy Baddie,17915,1873,26
2026-09-01 13:14,YouTube,QmmvfJcHTcQ,Fidelisx,57759,2751,38
2026-09-01 13:14,YouTube,d1SdjugEE6U,Argentino,19992,1528,128
2026-09-01 13:14,YouTube,F1G9bt8FGi8,Fidelisx,3787,725,37
2026-09-01 13:14,YouTube,nAw2gAElJLI,Fidelisx,8182,1267,128
2026-09-01 13:14,YouTube,2ffZXQ6jBdA,Casa Saturno,2118,520,15
2026-09-01 13:14,YouTube,-on80mhujks,Casa Saturno,11238,1762,34
2026-09-01 13:14,YouTube,ZHoN1GWAPpg,Russin Oficial,4772,552,10
2026-09-01 13:14,YouTube,MfrRvC8fsoE,Kysha e Mine,40471,2372,72
2026-09-01 13:14,YouTube,T5JsVddqAK0,Evy Baddie,14357,1546,37
2026-09-01 13:14,YouTube,Ar0JNtjPS9w,Fidelisx,22549,2187,36
2026-09-01 13:14,YouTube,nyi4a_jPpRE,Russin Oficial,32,14,2
2026-09-01 13:14,YouTube,vYg4HBI94vw,Casa Saturno,20923,2452,29
2026-09-01 13:14,YouTube,jXpLIvY1NQo,Kysha e Mine,35776,2221,68
2026-09-01 13:14,YouTube,WWevNDbRFbM,Evy Baddie,1701,314,15
2026-09-01 13:14,YouTube,OxMl8aaUB3c,Casa Saturno,21927,1544,22
2026-09-01 13:14,YouTube,CG42U0D_EdM,Evy Baddie,7717,981,41
2026-09-01 13:14,YouTube,8uTn8u_FCc4,Kysha e Mine,10622,1314,50
2026-09-01 13:14,YouTube,AMPMNFWfPfo,Kysha e Mine,27644,1954,115
2026-09-01 13:14,YouTube,MlCwDH2YPmI,Russin Oficial,11402,1069,19
2026-09-01 13:14,YouTube,xfJTwJxrrgI,Argentino,30849,2280,37
2026-09-01 13:14,YouTube,A8BoBg6qP5M,Casa Saturno,146889,3544,59
2026-09-01 13:14,YouTube,FdxnwlJa2sk,Kaka,871,183,0
2026-09-01 13:14,YouTube,2Y0wCAr4tPs,Casa Saturno,26480,1245,78
2026-09-01 13:14,YouTube,0h3A3dUFPxw,Fidelisx,37324,3387,66
2026-09-01 13:14,YouTube,neQbz3LPwhE,Evy Baddie,17464,2172,51
2026-09-01 13:14,YouTube,Tpz59zMQcVM,Fidelisx,14784,1398,23
2026-09-01 13:14,YouTube,O9YlFfIpOwg,Evy Baddie,27126,2976,58
2026-09-01 13:14,YouTube,TY9Y_PKTdqM,Kysha e Mine,63565,3749,167
2026-09-01 13:14,YouTube,5nxUvVgWYC0,Russin Oficial,493,76,3
2026-09-01 13:14,YouTube,fyOd1AQ_kGM,Russin Oficial,24187,1189,13
2026-09-01 13:14,YouTube,3e1MhSF3VAo,Casa Saturno,19067,1333,30
2026-09-01 13:14,YouTube,LMZcTB5yfY8,Evy Baddie,65558,4310,674
2026-09-01 13:14,YouTube,t_B9UXfpX5g,Kaka,3262,295,0
2026-09-01 13:14,YouTube,_e9eTT3RaFg,Argentino,40695,2946,77
2026-09-01 13:14,YouTube,T_RQw5z57Z4,Evy Baddie,28843,2758,56
2026-09-01 13:14,YouTube,GhqwB5RtS1k,Argentino,36614,2114,52
2026-09-01 13:14,YouTube,13AzY6Ipr-8,Fidelisx,40592,3205,53
2026-09-01 13:14,YouTube,kxdinZ2tRxM,Kaka,3039,339,16
2026-09-01 13:14,YouTube,CsGBwpqQs9s,Evy Baddie,24060,2699,66
2026-09-01 13:14,YouTube,4aQuHvOpwpo,Kaka,5794,540,16
2026-09-01 13:14,YouTube,GBdSTtkHfN4,Fidelisx,21724,1857,29
2026-09-01 13:14,YouTube,gR3-u7WfISY,Kaka,19080,1339,14
2026-09-01 13:14,YouTube,sAGK2yalbtk,Argentino,33572,1049,30
2026-09-01 13:14,YouTube,L8Bwz_lZMGw,Kysha e Mine,36226,1660,90
2026-09-01 13:14,YouTube,zmSNEu8aMWA,Casa Saturno,2619,617,30
2026-09-01 13:14,YouTube,oNU3ihEGMkM,Russin Oficial,4296,420,9
2026-09-01 13:14,YouTube,M4uEQqwaxjk,Kysha e Mine,20340,471,21
2026-09-01 13:14,YouTube,ZT9AeKzyxwg,Russin Oficial,30675,1804,19
2026-09-01 13:14,YouTube,fZJFfinnqjM,Kaka,36768,1654,54
2026-09-01 13:14,YouTube,1e7EVLTTA8M,Kaka,6848,931,24
2026-09-01 13:14,YouTube,g5xcJD8rVmM,Evy Baddie,20094,2008,48
2026-09-01 13:14,YouTube,p0nswdmUC9Y,Kysha e Mine,28539,2653,80
2026-09-01 13:14,YouTube,DswtrbcsRVc,Argentino,105191,3689,56
2026-09-01 13:14,YouTube,dj-vVCI1Hl0,Kysha e Mine,0,61,8
2026-09-01 13:14,YouTube,A2_dPg-9fEg,Kaka,4778,562,30
2026-09-01 13:14,YouTube,OvY-GIZyp5c,Russin Oficial,16145,1201,223
2026-09-01 13:14,YouTube,S_JMh8H5M-E,Casa Saturno,28389,2051,61
2026-09-01 13:14,YouTube,-vxGWIUdjJQ,Evy Baddie,18644,2144,58
2026-09-02 11:17,Instagram,DcmS0h1ROyA,Mine,108176,4284,222
2026-09-02 11:17,Instagram,DcoO6h5Ebx5,Mine,,31718,473
2026-09-02 11:17,Instagram,Dcjt2YRp1vo,Kysha e Mine,47606,1176,30
2026-09-02 11:17,Instagram,DcgcMgbo13i,Mine,96733,2147,102
2026-09-02 11:17,Instagram,DcmorFTOZyU,Argentino,14715,1228,71
2026-09-02 11:17,Instagram,Dcra68ap9K1,Evy Baddie,96462,3103,150
2026-09-02 11:17,Instagram,DcuUws8pbQ2,Kaka,24059,1552,41
2026-09-02 11:17,Instagram,Dcwk8M7xDW2,Kysha e Mine,29918,402,17
2026-09-02 11:17,Instagram,Dct4TUQpT6k,Casa Saturno,16556,1160,40
2026-09-02 11:17,Instagram,DcuVwrGJQmo,Russin Oficial,10935,291,21
2026-09-02 11:17,Instagram,Dcwk8wXxDzG,Casa Saturno,36185,2040,117
2026-09-02 11:17,Instagram,DcuK4Y4q0Zq,Casa Saturno,46738,803,122
2026-09-02 11:17,Instagram,Dclp57yxo52,Russin Oficial,56807,593,36
2026-09-02 11:17,Instagram,DcjF0PDuThw,Argentino,16953,1368,71
2026-09-02 11:17,Instagram,Dco2mGnh3XV,Evy Baddie,55210,4311,102
2026-09-02 11:17,Instagram,Dcwk8qHBvJN,Kaka,4681,420,30
2026-09-02 11:17,Instagram,DcuA3KIx6PH,Kaka,34100,1195,34
2026-09-02 11:17,Instagram,DcrHzewp6T-,Evy Baddie,16444,999,104
2026-09-02 11:17,Instagram,Dcw5ye7xAHf,Kaka,6695,399,22
2026-09-02 11:17,Instagram,DctCYqkgcQA,Kysha e Mine,73887,967,49
2026-09-02 11:17,Instagram,DcoPpDVpkLJ,Evy Baddie,39252,1847,258
2026-09-02 11:17,Instagram,DclokkNhJJq,Evy Baddie,20789,1340,101
2026-09-02 11:17,Instagram,DchH_d8pXRN,Kaka,18853,1230,105
2026-09-02 11:17,Instagram,DcmS0h1ROyA,Fidelisx,108176,4284,222
2026-09-02 11:17,Instagram,DcgmKobR7LI,Kysha e Mine,61380,1646,99
2026-09-02 11:17,Instagram,DcuA3KIx6PH,Russin Oficial,34105,1196,34
2026-09-02 11:17,Instagram,DckFtNUJ5px,Russin Oficial,35033,1035,50
2026-09-02 11:17,Instagram,DcjeQUQvKWW,Argentino,66799,3472,69
2026-09-02 11:17,Instagram,DcuNmp-ufc8,Kysha,90984,9828,151
2026-09-02 11:17,Instagram,DcrfeSCpkeg,Russin Oficial,10709,340,29
2026-09-02 11:17,Instagram,DcloboBPkjy,Kaka,42161,2957,94
2026-09-02 11:17,Instagram,DcmS0h1ROyA,Kysha,108176,4284,222
2026-09-02 11:17,Instagram,Dcq2Oe1u2nj,Argentino,44345,2787,165
2026-09-02 11:17,Instagram,DcmS0h1ROyA,Argentino,108176,4284,222
2026-09-02 11:17,Instagram,DcrxjqLib3l,Kaka,,2079,79
2026-09-02 11:17,Instagram,DcgcMgbo13i,Kysha,96732,2147,102
2026-09-02 11:17,Instagram,DcogDUvutM3,Kysha,127459,6828,185
2026-09-02 11:17,Instagram,Dcv7vIcx1zR,Evy Baddie,27111,1800,139
2026-09-02 11:17,Instagram,Dcvn5ogk_pO,Casa Saturno,15198,907,30
2026-09-02 11:17,Instagram,DcuVFMqpmt1,Evy Baddie,84813,3139,111
2026-09-02 11:17,Instagram,DcjvF5Ypc16,Evy Baddie,80111,4271,237
2026-09-02 11:17,Instagram,DcjfhrmpITr,Russin Oficial,73792,2416,87
2026-09-02 11:17,Instagram,Dco-5zJO08U,Kysha,23763,1327,93
